id,title,source,price,currency,listing_created_on,is_active,last_modified_timestamp
42506,Vincent-Lewis,Craigslist,4438.95,INR,18/06/2023,FALSE,13/04/2021
42507,Miller-Nichols,Realtor,3248.33,EUR,29/05/2022,FALSE,03/10/2023
42508,"Grant, Brown and Walker",Airbnb,4503.37,INR,28/09/2021,TRUE,27/10/2023
42509,"Lindsey, Martinez and Edwards",Apartments.com,4389.9,USD,02/08/2022,TRUE,02/01/2023
42510,Haynes and Sons,Zillow,4693.19,USD,20/03/2020,FALSE,27/11/2023
42511,Jones-Howell,Zillow,3020.9,USD,27/07/2020,FALSE,20/09/2020
42512,"Clark, Gallagher and Johnson",Realtor,3513.4,USD,03/11/2020,TRUE,07/07/2022
42513,"Torres, West and Soto",Zillow,2947.05,USD,24/03/2024,TRUE,18/10/2020
42514,Watkins-Martin,Craigslist,3606.37,INR,30/12/2024,TRUE,11/10/2023
42515,Taylor PLC,Apartments.com,3006.52,USD,19/11/2022,FALSE,30/07/2023
42516,Hicks-Gonzalez,Apartments.com,2175.73,USD,06/09/2023,FALSE,11/05/2024
42517,"Patel, Carey and Carr",Realtor,3990.09,USD,14/03/2025,FALSE,12/06/2022
42518,"Coleman, Lang and Bell",Airbnb,1359.75,EUR,04/08/2022,TRUE,07/04/2024
42519,"Willis, Warner and Harris",Airbnb,4971.44,EUR,03/02/2022,FALSE,10/08/2021
42520,Oliver and Sons,Apartments.com,3196.29,USD,22/05/2020,TRUE,19/09/2021
42521,"Marshall, King and Dennis",Zillow,1707.08,USD,02/07/2022,TRUE,02/06/2023
42522,Wilson-Allen,Realtor,3239.49,EUR,25/03/2020,FALSE,01/01/2020
42523,Lee Group,Realtor,4777.52,EUR,28/11/2021,FALSE,31/08/2024
42524,"Martin, Hopkins and Atkins",Airbnb,4836.25,EUR,12/09/2020,TRUE,05/06/2021
42525,Turner and Sons,Airbnb,4258.35,INR,12/04/2022,TRUE,20/10/2021
42526,Curtis-Sanchez,Apartments.com,4343.5,INR,10/05/2020,FALSE,03/04/2020
42527,Bender-Henry,Realtor,4481.33,EUR,17/07/2020,TRUE,13/07/2021
42528,Hartman-Meyer,Craigslist,1243.58,INR,22/11/2021,FALSE,17/03/2020
42529,Kerr PLC,Craigslist,4374.34,EUR,11/06/2021,FALSE,18/11/2022
42530,Roy Ltd,Apartments.com,1690.33,USD,11/01/2024,FALSE,24/07/2024
42531,Bowen Ltd,Airbnb,4225.59,INR,26/05/2020,TRUE,05/12/2024
42532,Best-Morales,Apartments.com,4004.02,USD,11/01/2025,FALSE,25/04/2024
42533,Hunter LLC,Zillow,2363.86,USD,22/02/2023,TRUE,04/05/2024
42534,Richardson PLC,Airbnb,4517.24,EUR,06/04/2023,TRUE,18/01/2022
42535,Moore Ltd,Craigslist,3806.5,INR,06/01/2020,TRUE,10/07/2022
42536,Young-Warren,Zillow,2602.64,INR,21/05/2021,FALSE,16/11/2022
42537,Martinez Inc,Airbnb,4378.43,EUR,05/12/2020,TRUE,19/05/2022
42538,Cobb-Martin,Apartments.com,2537.38,INR,25/12/2022,FALSE,20/09/2023
42539,"Sims, Richardson and Peters",Apartments.com,1147.93,EUR,14/09/2021,FALSE,26/11/2021
42540,"Salazar, Jordan and Greer",Realtor,4783.19,USD,18/01/2023,FALSE,09/01/2025
42541,"Gonzales, Gonzalez and Richards",Airbnb,1740.13,EUR,19/01/2025,TRUE,18/02/2023
42542,"Austin, Carson and Brown",Craigslist,1492.08,EUR,29/08/2024,TRUE,23/09/2021
42543,Scott-Tucker,Airbnb,1474.8,EUR,18/04/2024,TRUE,26/08/2024
42544,Oliver Inc,Airbnb,2928.71,EUR,06/12/2022,TRUE,19/10/2023
42545,Pearson Group,Zillow,4847.29,USD,25/10/2022,TRUE,07/10/2023
42546,Wheeler Ltd,Airbnb,3953.71,EUR,26/12/2022,TRUE,20/11/2022
42547,Ford-Wright,Airbnb,1111.69,INR,16/10/2022,FALSE,30/12/2021
42548,"Leonard, Long and Harris",Zillow,4255.37,EUR,19/12/2022,TRUE,25/09/2020
42549,Lopez PLC,Craigslist,1088.04,USD,15/08/2024,TRUE,09/12/2022
42550,Smith LLC,Zillow,4220.78,EUR,14/04/2020,TRUE,18/01/2024
42551,"Donovan, Harrison and Jenkins",Realtor,2869.27,USD,14/04/2022,FALSE,25/05/2020
42552,Warner-Graves,Airbnb,3428.91,EUR,21/11/2020,TRUE,09/09/2024
42553,Hansen PLC,Realtor,3094.08,EUR,14/03/2021,FALSE,25/11/2022
42554,Compton LLC,Craigslist,2736.17,EUR,03/10/2024,TRUE,16/08/2024
42555,Brown Group,Realtor,3546.93,USD,08/05/2021,FALSE,13/10/2020
42556,Walsh Inc,Zillow,1404.8,EUR,13/01/2021,TRUE,03/03/2024
42557,Meyer Group,Zillow,4964.93,USD,15/09/2023,TRUE,21/02/2021
42558,Briggs-Ramirez,Apartments.com,4408.05,USD,31/03/2022,FALSE,31/12/2023
42559,Santana-Wade,Apartments.com,3675.24,EUR,22/07/2024,FALSE,24/02/2021
42560,"Johnson, Blevins and Wood",Craigslist,1321.69,INR,12/05/2024,FALSE,22/02/2025
42561,Mcmahon and Sons,Zillow,1033.2,INR,04/02/2023,TRUE,05/03/2021
42562,Good-Hall,Apartments.com,2114.11,EUR,23/09/2022,FALSE,27/06/2020
42563,"Watkins, Johnson and Martin",Apartments.com,3759.25,INR,20/04/2024,FALSE,23/12/2024
42564,Reynolds and Sons,Apartments.com,4018.78,INR,14/02/2025,TRUE,04/08/2020
42565,"Escobar, Jones and Roberts",Craigslist,1182.54,INR,25/02/2023,FALSE,22/02/2024
42566,Smith Group,Realtor,2230.73,INR,05/06/2023,FALSE,12/07/2022
42567,Young Inc,Realtor,4461.73,INR,07/03/2025,TRUE,20/10/2020
42568,Simon-Lambert,Zillow,1256.17,USD,23/10/2024,TRUE,07/12/2023
42569,"Davis, Jones and Castillo",Airbnb,3004.2,USD,18/03/2021,TRUE,17/07/2022
42570,"Diaz, Tran and Castro",Realtor,4446.94,EUR,09/09/2021,TRUE,08/04/2021
42571,Washington-Gutierrez,Realtor,4507.36,INR,30/07/2023,TRUE,02/06/2021
42572,Daniels-Wilson,Craigslist,3068.37,USD,07/03/2025,TRUE,19/08/2022
42573,"Collins, Marsh and Salinas",Craigslist,3910.54,INR,21/12/2022,FALSE,30/05/2021
42574,Gomez-Cherry,Realtor,2898.86,INR,16/01/2021,FALSE,19/10/2021
42575,Davis-Moore,Apartments.com,3324.85,USD,10/04/2023,FALSE,03/12/2023
42576,Mcdonald Group,Airbnb,1221.77,EUR,23/11/2020,TRUE,17/05/2021
42577,Rodriguez Group,Craigslist,1580.67,INR,24/11/2022,FALSE,27/06/2023
42578,Yang Inc,Apartments.com,2257.59,EUR,25/06/2024,FALSE,25/02/2020
42579,"Odom, Foster and Bates",Craigslist,2851.62,USD,15/11/2020,FALSE,09/05/2023
42580,"Odom, Vasquez and Mooney",Craigslist,2565.89,EUR,06/08/2023,TRUE,11/11/2024
42581,Dixon-Woods,Realtor,2087.06,INR,13/10/2022,TRUE,29/06/2021
42582,"Taylor, Garcia and Haynes",Realtor,4107.86,USD,23/12/2023,TRUE,24/08/2023
42583,Diaz-Roberts,Realtor,3854.13,EUR,02/03/2021,FALSE,07/05/2020
42584,Haney-Sullivan,Apartments.com,2851.58,INR,16/01/2023,FALSE,01/06/2022
42585,Horne Group,Realtor,4063.87,USD,04/04/2024,FALSE,18/03/2020
42586,Wallace-Davidson,Airbnb,2908.58,EUR,29/03/2020,FALSE,30/04/2022
42587,James-Livingston,Craigslist,4167.27,USD,22/02/2021,FALSE,29/09/2023
42588,Robertson-Brooks,Airbnb,3046.09,EUR,02/10/2020,TRUE,23/04/2022
42589,Tate PLC,Apartments.com,4689.92,USD,10/05/2023,FALSE,05/06/2024
42590,Alexander-Gutierrez,Realtor,1594.05,INR,06/01/2021,FALSE,03/06/2021
42591,Galvan Ltd,Zillow,3367.77,EUR,21/06/2021,TRUE,09/02/2020
42592,"Hill, Lopez and Miles",Airbnb,1085.59,INR,29/11/2023,FALSE,15/04/2024
42593,"Garrison, Watts and Smith",Zillow,1133.6,USD,08/07/2024,FALSE,13/03/2022
42594,Perry-Wells,Zillow,1217.99,EUR,30/08/2020,TRUE,19/10/2024
42595,Boyd Group,Zillow,1767.75,USD,18/05/2020,FALSE,01/10/2023
42596,Harper Group,Apartments.com,2766.07,INR,20/04/2021,TRUE,11/09/2024
42597,Brown-Perez,Airbnb,4689.72,EUR,23/03/2021,TRUE,17/04/2022
42598,"Brown, Walls and Miller",Realtor,1637.89,EUR,03/07/2024,TRUE,07/05/2020
42599,"Lester, Clay and Kelley",Apartments.com,3660.97,USD,05/07/2024,FALSE,12/07/2021
42600,"Mann, Henderson and Jennings",Airbnb,2755.62,EUR,01/01/2023,FALSE,03/03/2020
42601,Thomas-Romero,Craigslist,4281.09,INR,02/08/2023,FALSE,26/11/2022
42602,"Cook, Werner and Escobar",Apartments.com,2222.97,INR,21/06/2021,FALSE,30/10/2020
42603,Nguyen Ltd,Realtor,4823.06,EUR,12/01/2023,TRUE,31/03/2020
42604,Strickland-Robinson,Realtor,1562.45,EUR,22/08/2023,FALSE,02/08/2022
42605,Barker LLC,Realtor,4521.29,EUR,22/05/2020,FALSE,29/03/2022
42606,Stevenson-Wilson,Zillow,4350.07,EUR,15/11/2023,FALSE,18/01/2021
42607,Campbell-Clark,Zillow,3200.97,USD,03/07/2021,FALSE,29/05/2020
42608,"Jones, Welch and Smith",Craigslist,2498.59,USD,21/01/2022,FALSE,30/10/2024
42609,"Collier, Scott and Anderson",Craigslist,1674.35,EUR,13/03/2020,TRUE,21/01/2024
42610,Garcia-Willis,Realtor,2391.49,EUR,19/02/2020,FALSE,18/01/2022
42611,"Brown, Meyers and Davis",Realtor,1156.54,USD,16/08/2020,TRUE,10/01/2024
42612,"Richardson, Ray and Gross",Zillow,1546.97,EUR,11/11/2022,FALSE,17/01/2021
42613,King-Gallegos,Zillow,3397.74,INR,09/06/2021,TRUE,01/01/2025
42614,"Johnson, Bailey and Moore",Craigslist,1550.04,USD,03/03/2020,TRUE,05/01/2021
42615,Ramos-Maxwell,Zillow,4627.72,EUR,09/01/2022,FALSE,13/11/2020
42616,"Small, Sullivan and Harvey",Airbnb,4971.36,USD,18/01/2024,FALSE,07/02/2022
42617,"Shelton, Vasquez and Gilbert",Apartments.com,4083.59,EUR,14/10/2020,FALSE,09/10/2024
42618,Hernandez-Cook,Airbnb,3566.68,USD,05/02/2024,TRUE,12/11/2022
42619,Carr-Miller,Zillow,2628.74,USD,17/10/2021,TRUE,04/08/2022
42620,"Thompson, Nelson and Taylor",Airbnb,4575.83,INR,24/09/2023,TRUE,06/12/2023
42621,Le Group,Zillow,2238.77,EUR,25/05/2020,FALSE,02/06/2020
42622,Hill Ltd,Apartments.com,3051.59,INR,04/03/2022,TRUE,10/07/2021
42623,Hill Inc,Realtor,2341.64,INR,20/03/2025,FALSE,08/01/2025
42624,"Alvarado, Carter and White",Zillow,2237.2,USD,09/05/2020,TRUE,15/02/2025
42625,Gonzalez PLC,Airbnb,3237.16,USD,26/02/2025,TRUE,01/03/2025
42626,Andrews and Sons,Craigslist,4628.45,INR,08/12/2021,FALSE,22/03/2021
42627,Miller-Whitney,Zillow,2410.33,USD,15/06/2023,FALSE,03/01/2022
42628,Shepard Inc,Realtor,4363.12,USD,16/02/2024,FALSE,04/01/2021
42629,Gates LLC,Realtor,1181.93,INR,08/06/2020,FALSE,21/02/2021
42630,"Williams, Hernandez and Chang",Airbnb,4097.81,INR,25/02/2023,TRUE,14/04/2022
42631,Duran-Carroll,Realtor,2294.87,USD,30/05/2023,FALSE,20/11/2023
42632,"Porter, Graham and Little",Airbnb,3139.26,USD,13/08/2022,TRUE,19/09/2020
42633,Wu Group,Realtor,4688.66,EUR,18/07/2023,TRUE,18/10/2024
42634,"Garza, Brown and Stokes",Craigslist,1147.08,USD,18/10/2023,TRUE,18/04/2021
42635,Hernandez Ltd,Zillow,2469.07,USD,19/12/2022,TRUE,26/12/2022
42636,Duke-Morgan,Airbnb,2121.74,EUR,24/07/2022,FALSE,25/10/2024
42637,"Vega, Curry and Acosta",Realtor,3361.46,USD,20/09/2022,TRUE,09/02/2024
42638,Mason-Garcia,Craigslist,1647.56,USD,29/01/2022,TRUE,17/04/2021
42639,Blevins Ltd,Airbnb,2998.23,EUR,25/06/2021,FALSE,24/09/2021
42640,"Khan, Miller and Raymond",Airbnb,1362.31,USD,25/06/2023,TRUE,17/05/2024
42641,Cooke-Hansen,Zillow,2882.54,INR,12/05/2020,TRUE,04/08/2024
42642,Thompson-Barber,Apartments.com,2014.68,INR,24/03/2023,FALSE,28/11/2022
42643,Hunt and Sons,Apartments.com,2043.38,EUR,15/10/2024,TRUE,14/12/2023
42644,Morgan Inc,Airbnb,1153.84,EUR,27/07/2022,TRUE,17/10/2023
42645,Smith and Sons,Realtor,1517.32,INR,18/12/2021,FALSE,11/03/2023
42646,Freeman-Huang,Zillow,1354.48,INR,29/06/2023,TRUE,11/03/2025
42647,Gonzales PLC,Airbnb,4852.75,INR,12/02/2023,FALSE,03/10/2023
42648,"Garcia, Best and Castro",Craigslist,1368.78,INR,02/11/2023,FALSE,24/11/2021
42649,Ward Ltd,Airbnb,2841.69,INR,28/12/2022,FALSE,12/04/2023
42650,Stewart LLC,Craigslist,3543.18,EUR,28/07/2021,FALSE,26/04/2023
42651,Burns-Boyd,Zillow,2658.53,EUR,11/01/2022,TRUE,04/07/2022
42652,Merritt Ltd,Realtor,4946.45,INR,10/01/2024,FALSE,04/05/2023
42653,Jones-Vazquez,Zillow,3946.67,USD,24/08/2024,FALSE,08/01/2021
42654,Soto-Brown,Airbnb,4615.04,EUR,11/05/2021,FALSE,13/02/2023
42655,"Benitez, Weeks and Martinez",Zillow,1601.53,EUR,31/12/2021,FALSE,24/12/2021
42656,Perry-Brown,Craigslist,4450.59,USD,19/12/2023,TRUE,26/04/2024
42657,Berger-Davis,Craigslist,2048.31,EUR,10/02/2024,FALSE,15/06/2021
42658,Parks Ltd,Realtor,4829.89,INR,26/09/2022,FALSE,16/09/2023
42659,Williams-Marshall,Realtor,1780.9,EUR,06/08/2020,TRUE,19/04/2020
42660,"Hess, Hunt and Russell",Craigslist,2087.43,EUR,08/02/2020,FALSE,31/01/2022
42661,Larsen-Hartman,Apartments.com,2400.32,EUR,07/07/2020,FALSE,09/10/2024
42662,Brown and Sons,Airbnb,1894.7,USD,15/12/2020,TRUE,28/01/2020
42663,"Williams, Murphy and Oliver",Realtor,4919.46,INR,10/02/2024,TRUE,13/05/2021
42664,Jimenez-Robertson,Realtor,1695.11,EUR,02/06/2023,TRUE,16/03/2021
42665,Hayes-Haley,Apartments.com,1123.33,INR,30/11/2021,TRUE,26/09/2022
42666,"Baker, Johnson and Mullen",Apartments.com,3196.31,EUR,29/07/2020,FALSE,21/02/2025
42667,Miller-Rodgers,Realtor,2848.6,INR,11/10/2020,FALSE,16/02/2022
42668,"Wilson, Osborn and Rich",Realtor,4991.96,USD,25/02/2024,TRUE,29/08/2024
42669,Williamson Group,Zillow,3301.3,USD,05/08/2023,FALSE,05/12/2022
42670,Burch Group,Craigslist,1568.75,USD,04/03/2023,TRUE,13/03/2022
42671,Butler-Foster,Apartments.com,1127.48,EUR,10/12/2024,FALSE,19/01/2023
42672,Moore-Harrell,Apartments.com,4235.5,USD,29/07/2024,TRUE,28/11/2022
42673,"Lopez, Munoz and Hernandez",Realtor,2373.06,USD,10/01/2022,FALSE,03/09/2024
42674,Meyers Inc,Apartments.com,2276.43,INR,21/06/2024,FALSE,20/01/2023
42675,"Nelson, Martinez and Garcia",Zillow,1997,USD,29/07/2021,FALSE,20/05/2023
42676,Carroll Group,Realtor,3501.46,EUR,24/02/2022,TRUE,01/03/2020
42677,French LLC,Craigslist,2787.53,INR,17/08/2024,TRUE,14/08/2024
42678,Wilson Inc,Airbnb,1523.8,INR,15/02/2020,FALSE,04/08/2020
42679,"Miller, Wilson and Schmidt",Zillow,1755.71,INR,17/11/2020,TRUE,22/07/2024
42680,"Conner, Shepherd and Rodriguez",Zillow,3502.43,INR,10/11/2024,FALSE,17/11/2021
42681,Miller-Bradford,Craigslist,3431.33,EUR,13/03/2024,FALSE,29/08/2024
42682,Sanford-Tran,Apartments.com,4605.27,INR,23/02/2020,TRUE,11/05/2021
42683,"English, Brown and Smith",Apartments.com,3872.7,EUR,17/09/2024,FALSE,12/03/2025
42684,Mata PLC,Realtor,2855.59,EUR,19/03/2024,FALSE,16/05/2024
42685,Carpenter-Nelson,Airbnb,2328.66,INR,05/10/2021,FALSE,03/08/2021
42686,Davidson Group,Apartments.com,1767.69,USD,25/07/2023,FALSE,17/06/2022
42687,Rice-Lindsey,Airbnb,2209.05,USD,06/07/2021,FALSE,09/06/2020
42688,Sanders-Powell,Apartments.com,3640.57,EUR,09/07/2023,TRUE,16/12/2022
42689,"Cherry, Brown and Wilson",Zillow,3854.72,EUR,04/04/2021,FALSE,10/03/2024
42690,Martin LLC,Craigslist,2863.22,USD,05/01/2021,FALSE,26/01/2020
42691,Navarro-Blackburn,Airbnb,3185.84,USD,11/08/2022,TRUE,07/08/2024
42692,Kramer-Zuniga,Craigslist,1721.18,INR,25/11/2022,FALSE,13/05/2024
42693,Stewart-Robertson,Zillow,3386.89,USD,21/04/2020,TRUE,30/04/2024
42694,"Figueroa, Bell and Harris",Apartments.com,4735.87,INR,14/09/2021,TRUE,15/01/2024
42695,Montgomery Inc,Airbnb,2163.56,USD,06/12/2022,TRUE,17/08/2024
42696,"Moreno, Moore and Shaw",Craigslist,3531.02,USD,14/12/2021,TRUE,25/02/2024
42697,Cruz LLC,Apartments.com,3801.26,USD,01/01/2021,TRUE,27/02/2022
42698,Kim-Brown,Craigslist,2282.06,USD,12/09/2024,FALSE,20/06/2024
42699,"Campbell, Harris and Spence",Apartments.com,2348.36,EUR,15/10/2021,FALSE,19/01/2023
42700,Wilson Ltd,Zillow,3631.07,INR,20/10/2021,TRUE,22/04/2020
42701,Simon-Hall,Airbnb,4996.71,INR,27/01/2024,FALSE,23/04/2021
42702,Rios and Sons,Zillow,4151.24,INR,08/05/2022,FALSE,27/02/2022
42703,Reed-Phillips,Realtor,2475.07,USD,10/06/2023,FALSE,05/06/2024
42704,Carey-Harmon,Airbnb,2606.95,USD,07/06/2020,FALSE,18/03/2021
42705,"Wilson, Donaldson and Alvarez",Craigslist,4765.52,EUR,12/02/2025,FALSE,14/05/2020
42706,"James, Dickerson and Mills",Apartments.com,1308.99,EUR,23/03/2022,TRUE,24/10/2021
42707,"King, Watkins and Faulkner",Craigslist,1649.85,INR,06/08/2022,TRUE,27/09/2022
42708,"Jackson, Cook and Patterson",Zillow,1515.9,EUR,23/01/2023,TRUE,04/07/2024
42709,"Bush, Garcia and Graves",Realtor,2261.01,EUR,10/09/2021,TRUE,13/04/2024
42710,Ford PLC,Apartments.com,4158.66,EUR,25/10/2024,FALSE,25/05/2023
42711,Webb Ltd,Apartments.com,4723.54,INR,09/12/2020,FALSE,11/11/2020
42712,Randolph-Oliver,Airbnb,2249.85,INR,02/07/2023,TRUE,08/09/2023
42713,Brown-Walker,Airbnb,3097.59,USD,10/06/2021,FALSE,17/02/2025
42714,"Garrett, Adams and Williams",Zillow,4390.15,EUR,07/04/2022,TRUE,31/12/2023
42715,"Mcdonald, Garcia and Harris",Realtor,4883.48,INR,04/12/2021,FALSE,03/11/2023
42716,"Roberts, Jenkins and Roberts",Zillow,1127.1,EUR,04/01/2020,TRUE,21/09/2023
42717,Gallagher-Ramirez,Zillow,3605.9,EUR,24/07/2021,FALSE,27/01/2025
42718,"Wilson, Mcneil and Walsh",Zillow,3407.81,EUR,07/01/2025,FALSE,23/11/2020
42719,Harris-Jackson,Realtor,4470.54,USD,04/03/2023,FALSE,09/01/2022
42720,"Shah, Torres and Smith",Airbnb,2675.03,INR,02/05/2021,FALSE,05/06/2023
42721,Garza-Moore,Craigslist,3002.64,EUR,05/02/2025,TRUE,10/03/2024
42722,Miller-Jackson,Craigslist,2800.83,INR,15/08/2022,FALSE,06/03/2021
42723,Gardner PLC,Craigslist,4430.37,EUR,01/02/2021,FALSE,15/10/2022
42724,Ray-Sanders,Apartments.com,3197.13,INR,02/05/2020,TRUE,19/07/2023
42725,Reid Group,Craigslist,3875.93,INR,09/12/2024,TRUE,12/03/2021
42726,Mclean PLC,Airbnb,4447.01,INR,03/10/2020,FALSE,13/09/2022
42727,Alexander-Jones,Airbnb,4293.66,INR,13/12/2022,TRUE,20/02/2024
42728,Miller-White,Craigslist,1778.73,EUR,03/09/2023,TRUE,17/05/2020
42729,"Jones, Edwards and Williams",Zillow,3974.46,USD,13/07/2023,TRUE,28/12/2022
42730,Garza PLC,Zillow,1216.26,INR,01/01/2023,FALSE,19/02/2020
42731,Neal-Richards,Zillow,1402.51,USD,10/01/2020,TRUE,10/09/2020
42732,Jones-Black,Apartments.com,2097.08,EUR,17/02/2024,TRUE,22/06/2021
42733,Young-Colon,Airbnb,4421.26,USD,27/08/2023,FALSE,19/02/2022
42734,"King, Phillips and Lyons",Airbnb,3443.99,INR,25/09/2020,TRUE,21/01/2025
42735,Vargas-Beltran,Airbnb,3787.93,INR,28/01/2024,TRUE,23/07/2023
42736,Andrews PLC,Craigslist,2283.59,EUR,03/03/2025,TRUE,21/04/2020
42737,Wilcox Inc,Apartments.com,4837.2,EUR,17/10/2021,TRUE,31/05/2020
42738,Baker-Compton,Realtor,3392.29,EUR,14/06/2020,FALSE,13/06/2020
42739,Phillips Ltd,Zillow,1626.62,INR,15/10/2020,TRUE,03/08/2024
42740,Vazquez LLC,Apartments.com,3969.32,USD,09/03/2020,TRUE,11/02/2023
42741,Berry Inc,Apartments.com,3665.9,INR,30/03/2023,TRUE,05/11/2024
42742,Johnson Group,Realtor,1820.61,EUR,11/01/2020,TRUE,10/11/2021
42743,Gibson-Bruce,Zillow,3145.62,USD,21/05/2024,FALSE,28/06/2022
42744,Brown-Graham,Realtor,3857.88,USD,03/09/2024,FALSE,10/10/2020
42745,Watts-Gonzalez,Apartments.com,1466.05,EUR,13/08/2021,FALSE,06/01/2020
42746,Scott Inc,Zillow,4313.89,USD,07/07/2024,FALSE,07/04/2022
42747,Frost-Parker,Airbnb,1677.34,EUR,27/01/2020,FALSE,26/04/2021
42748,Obrien-Stein,Airbnb,4179.59,USD,28/08/2020,TRUE,06/10/2020
42749,Hernandez-Myers,Apartments.com,2556.1,EUR,05/06/2021,FALSE,06/05/2024
42750,Fitzgerald and Sons,Apartments.com,2884.15,USD,03/03/2021,FALSE,29/03/2022
42751,"Smith, Roberts and Smith",Airbnb,1897.21,USD,28/08/2020,TRUE,08/09/2021
42752,"Lee, Mills and Carter",Craigslist,2036.07,USD,23/12/2021,TRUE,13/08/2024
42753,Cook-Wright,Zillow,4700.15,INR,05/02/2024,FALSE,13/07/2022
42754,Burton-Richardson,Zillow,3927.24,USD,18/05/2022,TRUE,12/11/2022
42755,Williams PLC,Craigslist,4520.89,EUR,16/06/2023,FALSE,28/05/2021
42756,Castaneda-Guzman,Craigslist,4855.24,USD,10/04/2021,FALSE,03/02/2023
42757,"Nunez, Miller and Watkins",Airbnb,4570.02,USD,20/07/2021,FALSE,25/11/2023
42758,"Davis, Cummings and Carroll",Airbnb,4359.88,INR,19/06/2022,FALSE,24/08/2023
42759,Lopez Ltd,Realtor,1688.28,INR,02/01/2022,TRUE,22/01/2020
42760,Woodard-Ruiz,Craigslist,4472.07,INR,02/04/2021,TRUE,03/02/2020
42761,"Small, Rodgers and Fleming",Realtor,3127.09,INR,15/02/2021,TRUE,19/01/2023
42762,"Montoya, Ward and Norris",Realtor,3897.56,INR,10/07/2021,TRUE,02/07/2020
42763,Farmer PLC,Apartments.com,2203.11,INR,07/09/2020,FALSE,01/05/2024
42764,Marshall LLC,Zillow,1096.22,EUR,27/10/2021,TRUE,09/08/2021
42765,Brown Group,Apartments.com,3423.51,EUR,17/06/2024,TRUE,17/08/2023
42766,Williams and Sons,Apartments.com,4743.5,USD,20/08/2021,FALSE,22/07/2021
42767,Thompson-Cisneros,Apartments.com,1132.09,EUR,11/05/2024,FALSE,18/02/2020
42768,Lee Ltd,Airbnb,3275.64,USD,06/07/2022,TRUE,17/06/2023
42769,Fischer Group,Realtor,1224.34,EUR,15/10/2022,FALSE,02/09/2021
42770,"Robertson, Jones and Raymond",Realtor,3601.36,INR,19/06/2022,FALSE,14/07/2023
42771,Harvey Ltd,Zillow,4720.47,USD,18/02/2023,TRUE,19/05/2024
42772,"Turner, Moore and Hanson",Realtor,1703.78,INR,18/05/2020,FALSE,10/01/2025
42773,"Fitzgerald, Peterson and Adams",Airbnb,1097.1,USD,28/03/2020,TRUE,13/06/2020
42774,Bray PLC,Craigslist,3913.23,INR,19/07/2021,TRUE,09/11/2022
42775,West LLC,Craigslist,1904.21,USD,07/12/2022,FALSE,17/06/2024
42776,Morgan PLC,Airbnb,3385.69,USD,22/12/2023,TRUE,06/12/2024
42777,Wolf-Jones,Airbnb,2129.64,EUR,28/03/2022,FALSE,04/10/2020
42778,Bell-Martinez,Zillow,2792.27,EUR,05/08/2021,FALSE,14/08/2020
42779,Harris-Harris,Apartments.com,3649.57,USD,22/06/2023,TRUE,02/10/2020
42780,White and Sons,Zillow,3945.42,USD,16/06/2021,FALSE,28/10/2020
42781,"Nichols, Jimenez and Gomez",Zillow,4084.72,USD,04/01/2020,FALSE,17/09/2023
42782,Harding-Stevens,Apartments.com,1784.18,EUR,28/01/2021,TRUE,19/08/2023
42783,"Frazier, Newton and Chase",Apartments.com,2882.16,USD,24/09/2020,FALSE,30/11/2024
42784,Ray Group,Zillow,2725.29,USD,18/03/2025,TRUE,23/12/2020
42785,"Ross, Franco and Gaines",Realtor,2366.31,USD,19/02/2024,TRUE,17/10/2024
42786,Williams-Fox,Realtor,2059.01,EUR,10/11/2022,FALSE,13/10/2022
42787,Webb Inc,Craigslist,2322.74,USD,26/05/2024,TRUE,27/01/2020
42788,Stevens Inc,Craigslist,2902.82,USD,18/04/2024,TRUE,28/02/2024
42789,Roberts-Kennedy,Apartments.com,1937.07,USD,26/10/2022,TRUE,19/11/2020
42790,Bailey-Jenkins,Realtor,4807.64,USD,27/12/2024,FALSE,18/02/2022
42791,Johnson PLC,Airbnb,3708.82,INR,26/10/2022,TRUE,09/04/2023
42792,Hahn Inc,Realtor,2920.55,EUR,03/06/2024,TRUE,13/03/2021
42793,Nichols Group,Apartments.com,2032.63,EUR,16/07/2024,TRUE,23/03/2022
42794,"Galloway, Gardner and Walker",Apartments.com,1389.05,EUR,20/01/2025,TRUE,26/01/2022
42795,Johnson-Watson,Realtor,2123.98,USD,03/08/2024,FALSE,04/01/2021
42796,Martinez-Cook,Realtor,3827.49,EUR,24/04/2022,FALSE,27/05/2024
42797,"Mcdonald, Colon and Jones",Airbnb,2807.5,EUR,29/01/2024,TRUE,06/07/2024
42798,Thomas-Rollins,Apartments.com,4243.1,USD,09/02/2020,TRUE,05/04/2024
42799,Perez-Fowler,Apartments.com,1741.96,INR,29/10/2021,TRUE,07/05/2024
42800,Hale PLC,Airbnb,3404.04,EUR,25/03/2020,FALSE,31/10/2020
42801,Williams-Edwards,Apartments.com,3490.25,INR,01/09/2024,TRUE,27/11/2021
42802,Perry-Ramos,Realtor,2036.6,INR,21/08/2024,TRUE,28/10/2020
42803,Middleton LLC,Realtor,2204.14,INR,29/05/2021,TRUE,21/11/2020
42804,Estrada Inc,Realtor,1134.72,USD,20/06/2020,TRUE,24/06/2023
42805,Stewart LLC,Craigslist,2121.11,INR,13/05/2024,FALSE,13/05/2020
42806,"Young, Smith and Mejia",Realtor,3910.86,USD,25/11/2022,FALSE,27/02/2024
